"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
557,"P15144|AMPN_HUMAN","Aminopeptidase N OS=Homo sapiens OX=9606 GN=ANPEP PE=1 SV=4",-0.922159666828383,15.4723704377459,-1.48499393013338,0.143034467680328,0.387883489633151,-4.73134500297556
558,"P18031|PTN1_HUMAN","Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1",-0.569009256188732,14.5521053926115,-0.855109360295703,0.396057219608683,0.64730098942901,-5.38243375116505
559,"Q05209|PTN12_HUMAN","Tyrosine-protein phosphatase non-receptor type 12 OS=Homo sapiens OX=9606 GN=PTPN12 PE=1 SV=3",-0.909996674065436,13.603920473288,-1.25727679995477,0.213761378600192,0.464167564960417,-5.00496816364137
560,"P09493|TPM1_HUMAN","Tropomyosin alpha-1 chain OS=Homo sapiens OX=9606 GN=TPM1 PE=1 SV=2",0.676458444309594,13.6728152111188,0.28242824562408,0.783153880405006,0.903445090569694,-5.67340092057745
561,"P41250|GARS_HUMAN","Glycine--tRNA ligase OS=Homo sapiens OX=9606 GN=GARS1 PE=1 SV=3",0.150065767149282,14.9833710809433,0.215761433025084,0.829941049145197,0.925132550386506,-5.69113346867675
562,"Q02880|TOP2B_HUMAN","DNA topoisomerase 2-beta OS=Homo sapiens OX=9606 GN=TOP2B PE=1 SV=3",1.47413558307282,11.2053828765838,1.16753809854754,0.247835691631254,0.502674589619435,-5.10107335399694
563,"O14579|COPE_HUMAN","Coatomer subunit epsilon OS=Homo sapiens OX=9606 GN=COPE PE=1 SV=3",-0.264843804412687,15.8021469400882,-0.431687264089376,0.667591105544091,0.83719504483833,-5.62776890674337
564,"O95757|HS74L_HUMAN","Heat shock 70 kDa protein 4L OS=Homo sapiens OX=9606 GN=HSPA4L PE=1 SV=3",10.1373783528896,7.37230658038221,5.50544951124781,9.05840125831113e-07,0.000133753764865577,5.0557668829302
565,"Q05655|KPCD_HUMAN","Protein kinase C delta type OS=Homo sapiens OX=9606 GN=PRKCD PE=1 SV=2",-1.04217064931488,14.3189100370579,-1.52874023015621,0.131838948617358,0.372828622247107,-4.67398448317837
566,"Q9Y265|RUVB1_HUMAN","RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1",2.16629730574599,14.7198092664958,3.30102313926954,0.00166269590395257,0.0291281777343284,-1.22541242789108
567,"P62195|PRS8_HUMAN","26S proteasome regulatory subunit 8 OS=Homo sapiens OX=9606 GN=PSMC5 PE=1 SV=1",-0.196516088597807,15.5678610343976,-0.315068045176814,0.753856213573997,0.886647453743837,-5.66722042746205
568,"Q8NBS9|TXND5_HUMAN","Thioredoxin domain-containing protein 5 OS=Homo sapiens OX=9606 GN=TXNDC5 PE=1 SV=2",0.0350432266958389,15.7401117737088,0.0585532990842246,0.953511933591191,0.97675910263613,-5.71071416390361
569,"P40763|STAT3_HUMAN","Signal transducer and activator of transcription 3 OS=Homo sapiens OX=9606 GN=STAT3 PE=1 SV=2",-0.571759174787516,13.4087347042256,-0.765786634595128,0.446950968059211,0.6844621982905,-5.44737550649923
570,"P36957|ODO2_HUMAN","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial OS=Homo sapiens OX=9606 GN=DLST PE=1 SV=4",0.0396925539118307,16.0494379849223,0.0658403780300824,0.947734427990435,0.974123214768211,-5.71030241442196
571,"Q99541|PLIN2_HUMAN","Perilipin-2 OS=Homo sapiens OX=9606 GN=PLIN2 PE=1 SV=2",-1.04551396198165,15.2635117888768,-1.63642085046412,0.10724110227439,0.337528633711356,-4.5263498918541
572,"P01893|HLAH_HUMAN","Putative HLA class I histocompatibility antigen, alpha chain H OS=Homo sapiens OX=9606 GN=HLA-H PE=5 SV=3",0.12570784389167,12.6586011999213,0.136165361128428,0.892179643643498,0.953234917201713,-5.70384712483466
573,"P39656|OST48_HUMAN","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Homo sapiens OX=9606 GN=DDOST PE=1 SV=4",-0.129686102015754,15.8555458189942,-0.204877925672883,0.838394613685341,0.930194640987343,-5.69321135055777
574,"P10644|KAP0_HUMAN","cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1",-0.394061757897243,15.9172400161656,-0.668270920117547,0.506647733383027,0.729346932067823,-5.51027292830804
575,"Q9BXP5|SRRT_HUMAN","Serrate RNA effector molecule homolog OS=Homo sapiens OX=9606 GN=SRRT PE=1 SV=1",1.04021890177391,14.5941874637406,1.52859414823906,0.131875139602885,0.372828622247107,-4.6741785599175
576,"Q04917|1433F_HUMAN","14-3-3 protein eta OS=Homo sapiens OX=9606 GN=YWHAH PE=1 SV=4",0.249470472419446,16.8434907711207,0.414661075099693,0.679940677099862,0.843681493217787,-5.63429235522451
