"Protein Group","Accession","Description","logFC","AveExpr","t","P.Value","adj.P.Val","B"
95,"Q16891|MIC60_HUMAN","MICOS complex subunit MIC60 OS=Homo sapiens GN=IMMT PE=1 SV=1",0.386264035604764,16.7660445149794,1.83645691269481,0.0876694237638428,0.286472734710675,-4.78008222055771
342,"P10620|MGST1_HUMAN","Microsomal glutathione S-transferase 1 OS=Homo sapiens GN=MGST1 PE=1 SV=1",0.478252185302569,15.9815389838919,1.31134668436345,0.21089627815065,0.422172549595265,-5.50313430974715
111,"O94826|TOM70_HUMAN","Mitochondrial import receptor subunit TOM70 OS=Homo sapiens GN=TOMM70A PE=1 SV=1",-0.132312894236147,16.5183842158325,-0.481859729931189,0.637370873519226,0.786366253625124,-6.2246120429251
55,"P16284|PECA1_HUMAN","Platelet endothelial cell adhesion molecule OS=Homo sapiens GN=PECAM1 PE=1 SV=1",0.146600970984146,18.3948591856541,0.517496643953124,0.61291026469002,0.770297855283498,-6.20644231680208
553,"P08910|ABHD2_HUMAN","Abhydrolase domain-containing protein 2 OS=Homo sapiens GN=ABHD2 PE=2 SV=1",1.23270200820999,9.7416121575797,0.92859589927715,0.36887410527029,0.578024162137225,-5.90988059427839
830,"Q8NHH9|ATLA2_HUMAN","Atlastin-2 OS=Homo sapiens GN=ATL2 PE=1 SV=2",0.675704427535971,8.23062166012491,0.865295135892959,0.401499798548114,0.599551446487843,-5.96556856212871
918,"O14807|RASM_HUMAN","Ras-related protein M-Ras OS=Homo sapiens GN=MRAS PE=1 SV=2",0.16811110543572,12.0562943356975,0.546889550832558,0.593087935978004,0.7521925763374,-6.19051959684157
196,"P54709|AT1B3_HUMAN","Sodium/potassium-transporting ATPase subunit beta-3 OS=Homo sapiens GN=ATP1B3 PE=1 SV=1",0.056969282311055,18.6859040527023,0.249357082750469,0.806715439063988,0.909909495228519,-6.31200106195343
739,"Q9P0V8|SLAF8_HUMAN","SLAM family member 8 OS=Homo sapiens GN=SLAMF8 PE=1 SV=1",0.117115514978931,13.0752122628887,0.359001041999594,0.724964958741484,0.850780136565474,-6.27758480756531
130,"Q13586|STIM1_HUMAN","Stromal interaction molecule 1 OS=Homo sapiens GN=STIM1 PE=1 SV=3",0.273165945072758,15.4195628682825,1.50645639928654,0.154236259980952,0.361048483024857,-5.25422356785896
105,"P35613|BASI_HUMAN","Basigin OS=Homo sapiens GN=BSG PE=1 SV=2",-0.0260189419886139,19.389028082625,-0.0940249218673388,0.926425294995614,0.973056943539108,-6.33964327519534
412,"P14780|MMP9_HUMAN","Matrix metalloproteinase-9 OS=Homo sapiens GN=MMP9 PE=1 SV=3",-0.625144456557132,13.6263345031177,-1.33724928623943,0.202519215035049,0.411608464553577,-5.47158480125447
306,"Q92930|RAB8B_HUMAN","Ras-related protein Rab-8B OS=Homo sapiens GN=RAB8B PE=1 SV=2",0.312696320986106,14.9797014523034,1.42550248499488,0.175983195247972,0.382617083993144,-5.36059776630922
845,"Q96S97|MYADM_HUMAN","Myeloid-associated differentiation marker OS=Homo sapiens GN=MYADM PE=1 SV=2",1.42002674897945,9.14617960545288,0.599448245721714,0.558476315906205,0.729961396437404,-6.15995651605128
